བོད་ཕྱི་ནང་།,Tibetan Title,BO,EN,English Title,Author,Translator,བརྗོད་བྱ།,བསྒྱུར་གཞི།,དཔེ་སྐྲུན་ཁང་།,དཔར་ལོ།,ཤོག་གྲངས།,BDRC བརྩམས་ཆོས།,Translation Segment pairs
,དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,BO1430,EN1430,The Root Stanzas of the Middle Way,Nagarjuna,Padmakara Translation Group:Helena Blankleder and Wulstan Fletcher,མདོ། དབུ་མ།,,,,,bdr:WA0RT3169,332
,དབུས་མཐའི་རྣམ་བཤད་མི་ཕམ་དགོངས་རྒྱན།,BO0581,EN0581,Adorning Maitreya’s Intent: Arriving at the View of Nonduality,Rongtonpa,Christian Bernert,མདོ། ཕར་ཕྱིན།,,,,,bdr:WA0XLA675041556C8,764
,སྒོམ་རིམ་བར་པ།,BO0573,EN0573,Stages of Meditation: The Buddhist Classic on Training the Mind,Kamalashila & H.H. the Fourteenth Dalai Lama,Venerable Geshe Lobsang Jordhen ,,,,,,bdr:WA0XLAEB88095410B,140
,རྫོགས་པ་ཆེན་པོ་ཀློང་ཆེན་སྙིང་ཏིག་གི་གདོད་མའི་མགོན་པོའི་ལམ་གྱི་རིམ་པའི་ཁྲིད་ཡིག་ཡེ་ཤེས་བླ་མ་ཞེས་བྱ་བ་བཞུགས་སོ།།,BO0570,EN0570,Yeshe Lama,Jigme Lingpa,"Lama Chonam, Sangye Khandro",སྔགས། རྫོགས་པ་ཆེན་པོ།,,,,,bdr:WA3CN4273,1083
,རང་གི་རྟོགས་པ་བརྗོད་པ་ལམ་གླུ་དཔྱིད་ཀྱི་རྒྱལ་མོའི་གླུ་དབྱངས་ཞེས་བྱ་བ་བཞུགས་སོ།,BO0642,EN0642,Song of the Road: The Poetic Travel Journal of Tsarchen Losal Gyatso,https://library.bdrc.io/show/bdr:P786,Cyrus Stearns,རྟོགས་བརྗོད།,,,,,bdr:WA0XL022FBCD12B2E,375
,ཚིག་བདུན་གསོལ་འདེབས།,BO0811,EN0811,The Sole Panacea: A Brief Commentary on the Seven-Line Prayer to Guru Rinpoche That Cures the Suffering of the Sickness of Karma and Defilement,Thinley Norbu,Is it a translation??,,,,,,bdr:WA27607,1
,ཕྱག་ཆེན་སྔོན་འགྲོ་བཞི་སྦྱོར་དང་དངོས་གཞིའི་ཁྲིད་རིམ་མདོར་བསྡུས་ངེས་དོན་སྒྲོན་མེ།,BO4239,EN4239,The Torch Of True Meaning,"Karmapa Wangchuk Dorje, Lodrö Thaye ",Jamgon Kongtrul Lodro Thaye,ཕྱག་རྒྱ་ཆེན་པོ།,,,,,bdr:WA0NGMCP70872,551
,གསང་ཆེན་སྔ་འགྱུར་པད་མའི་རྒྱལ་ཚབ་ཆོས་ཀྱི་རྒྱལ་པོ་གཏེར་ཆེན་ཁྱབ་བདག་བདུད་འཇོམས་འགྲོ་འདུལ་གླིང་པ་འཇིགས་བྲལ་ཡེ་ཤེས་རྡོ་རྗེ་མཆོག་གིས་ཐུགས་གསང་འོད་གསལ་དགོངས་པའི་ཀློང་མཛོད་ནས་ཆོས་ཉིད་ཀྱི་རང་སྒྲ་འགགས་མེད་རང་བྱུང་རྡོ་རྗེའི་གསུང་འགའ་ཤས་ཕྱོགས་གཅིག་ཏོ་སྡེབ་པ་ཀུན་བཟང་དགོངས་པའི་ཐོལ་གླུ་ཞེས་བྱ་བ་བཞུགས་སོ།,BO0648,EN0648,Heart Nectar of the Saints,Dudjom Rinpoche,Padmakara,ཞལ་གདམས།,,,,,bdr:WA0XLD73EC35337F4,16
,གུ་རུའི་ཐུགས་སྒྲུབ་དངོས་གྲུབ་སྙིང་པོ་ལས། སྔོན་འགྲོའི་ངག་འདོན་ཟབ་ལམ་སྣང་བྱེད་བཞུགས་སོ།།,BO1748,EN1748,Illuminator of the Profound Path. Preliminary practices of the Rangjung Pema Nyingthik,Dilgo Khyentse Rinpoche,,,,,,,bdr:WA0XL7B9B0EF0A86B,117
,བདུད་འཇོམས་གཏེར་གསར་སྔོན་འགྲོ་བསྡུས་པ།,BO1749,EN1749,Dudjom Tersar Ngöndro: Preliminary practices of the New Treasure of Dudjom,Dudjom Rinpoche,,,,,,,bdr:WA0NGMCP63605,37
,རྒྱལ་བ་སྲས་དང་བཅས་པའི་མཚན་ཕྱག་འགའ་ཞིག་མཆོག་དམན་ཀུན་གྱི་ཞལ་འདོན་དུ་བསྒྲིགས་པ,BO1727,EN1727,Homage to the Buddhas and Bodhisattvas,Trulshik Rinpoche,,,,,,,མ་རྙེད།,27
,དགོངས་གཏེར་སྒྲོལ་མའི་ཟབ་ཏིག་ལས་མཎཌལ་ཆོ་ག་ཚོགས་གཉིས་སྙིང་པོ,BO1731,EN1731,Tara Sadhana: The widely practised outer sadhana from the Drölma Zaptik,Chogyur Lingpa,,,,,,,bdr:WA0XL44387AB56B59,106
,ཐུབ་མཆོག་བྱིན་རླབས་གཏེར་མཛོད།,BO1729,EN1729,Treasure of Blessings: A sadhana of the Buddha Shakyamuni,Jamgon Mipham,,,,,,,bdr:WA0XL643FE35C8287,47
,རྗེ་བཙུན་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་སྒྲུབ་འཇམ་མགོན་དགྱེས་པའི་མཆོད་སྤྲིན,BO1740,EN1740,Cloud of Offerings Pleasing to the Gentle Protector: A sadhana of praises to the Venerable Mañjushri,Jamyang Khyentse Wangpo,,,,,,,bdr:WA0XL553CC6566D02,27
,ཐུགས་རྗེ་ཆེན་པོ་ཡི་གེ་དྲུག་པའི་གསོལ་འདེབས་སྒྲུབ་ཐབས་བྱིན་རླབས་ཅན།,BO1741,EN1741,"Blessed Sadhana: Sadhana of Chenrezi, Lord of Great Compassion (Jowo Thukje Chenpo)",Trulshik Rinpoche,,,,,,,bdr:WA0XLFEBE9E537D75,54
,ཟས་ངན་ཐ་མ་ཁའི་ཉེས་དམིགས་མདོར་བསྡུས་ལོག་ལམ་གཡང་ལས་འབྱོལ་བའི་ལོང་ཁྲིད།,BO0649,EN0649,The Harmful Effects of Tobacco,Dudjom Rinpoche,konchog Tenzin,,,,,,bdr:WA0XLC214F7404A2C,20
,འཕགས་པ་དཀོན་མཆོག་རྗེས་སུ་དྲན་པའི་མདོ།,BO1721,EN1721,Sutra of Remembering the Sublime Three Jewels,,,,,,,,bdr:WA3CN4269,26
,ལྷོ་ཕྱོགས་རྒྱ་གར་གྱི་གཏམ་བརྟག་པ་བརྒྱད་ཀྱི་མེ་ལོང་།,BO3897,EN3897,"'Jigs-med-gling-pa's ""Discourse on India"" of 1789",འཇིགས་མེད་གླིང་པ་རང་བྱུང་རྡོ་རྗེ།,'Jigs-Med-Gling-Pa Ra?-Byu?-Rdo- Rje | Michael Aris,གནས་ཡིག,,,,,bdr:WA0XL54ED5BB868FA,34
,བྱང་ཆུབ་སེམས་དཔའ་རྟག་ཏུ་ངུའི་རྟོགས་བརྗོད།,BO2406,EN2406,Tsongkhapa's the perpetually weeping bodhisattva,http://purl.bdrc.io/resource/P64,"Pad ma rgya mtsho (19..-....); Bailey, Geoff (19..-....)",རྟོགས་བརྗོད།,,,,,bdr:WA20390,406
,བྱང་ཆུབ་ལམ་གྱི་རིམ་པའི་གདམས་པ་ཟབ་མོ་རྣམས་ཚིགས་སུ་བཅད་པའི་སྒོ་ནས་ཉམས་སུ་ལེན་ཚུལ་དམ་ཆོས་བདུས་རྩིའི་སྙིང་པོ་ཞེས་བྱ་བ་བཞུགས་སོ།,BO4626,EN4626,The essence of Nectar,Yeshi Tsondru,Geshe Lobsang Tharchin with Benjamin & Deborah Alterman,མདོ། ལམ་རིམ།,,,,,bdr:WA0XL8681638DBE19,761
,བླ་མ་མཆོད་པ། དགའ་ལྡན་ལྷ་བརྒྱ་པ།,BO4628,EN4628,The Guru Puja and The Hundred Deities of the Land of Joy,"1 Panchen Lobsang Choekyi Gyaltsen
2 Dul-Nag-pa Pal Dan",Library of Tibetan Works & Archives,,,,,,bdr:WA22321,44
,བྱང་ཆུབ་ལམ་གྱི་རིམ་པའི་ཁྲིད་གསེར་གྱི་ཡང་ཞུན།,BO4587,EN4587,The Essence of Superfine Gold (A Guide on Stages of the Paths to Enlightenment),3rd Dalai Lama https://library.bdrc.io/show/bdr:P999,Dr. Chok Tenzin Monlam,མདོ། ལམ་རིམ།,,,,,bdr:WA2CZ8075,373
,ཐེག་པ་ཆེན་པོ་བློ་སྦྱོང་དོན་བདུན་མ་བཞུགས་སོ། ,BO4644,EN4644,Seven Points For Training The Mind,Geshe Checkawa,Edited and translated by Ruth Sonam,བློ་སྦྱོང་།,,,,,bdr:WA0NGMCP67787,30
,"1 རྒྱལ་པོ་ལ་གདམས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།་དང་པོ།
2 རྒྱལ་པོ་ལ་གདམས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།གཉིས་པ།
3.ཚུལ་ཁྲིམས་ཡང་དག་པར་ལྡན་པའི་མདོ།",BO4654,EN4654,THREE DISCOURSES OF THE BUDDHA,སྟོན་པ་སངས་རྒྱས་བཅོམ་ལྡན་འདས།,"Thubten Kalzang Rinpoche, Bhikku Nagasena and Bhikku Khantipale",མདོ།,,,,,bdr:WA0RK02212  bdr:WA0RK0303,128
,རྗེ་རྒམ་པོ་པའི་ཕྱག་རྒྱ་ཆེན་པོ་ལམ་གཅིག་ཆོད།,BO2266,EN2266,"Gampopa's mahamudra : the five-part mahamudra practice taught to Phagmo Drupa by Gampopa / [translated] by Tony Duff / Kathmandu : Padma Karpo Translation Committee , 2008",http://purl.bdrc.io/resource/P1844,"Duff, Tony (19..-....)",ཕྱག་རྒྱ་ཆེན་པོ།,,,,,bdr:WA0XL594B81ED827D,2
,ཆོས་དབྱིངས་རིན་པོ་ཆེའི་མཛོད།,BO2232,EN2232,"Spaciousness : The radical Dzogchen of the vajra-heart : Longchenpa's Treasury of the Dharmadhatu / Translation from the Tibetan and commentary, Keith Dowman / Kathmandu : Vajra Publications , 2013",http://purl.bdrc.io/resource/P1583,"Dowman, Keith",,,,,,bdr:WA12639,330
,འཇིག་རྟེན་ཀུན་དུ་དགའ་བའི་ཟློས་གར།,BO2435,EN2435,Joy for the world : a Buddhist play / by Candragomin ; translated with an introduction and notes by Michael Hahn /,http://purl.bdrc.io/resource/P7599,"Hahn, Michael (1941-2014)",ཟློས་གར།,,,,,bdr:WA0RT3491,1052
,སློབ་དཔོན་སངས་རྒྱས་གཉིས་པའི་གསོལ་འདེབས་ལེའུ་བདུན་མ།,BO2989,EN2989,A Treasure Trove of Blessing and Protection: The Seven Chapter Prayer of the Great Teacher Padmasambhava,Guru Padmasambhava,"Dickman, Mike",,,,,,bdr:WA0XL866CD66D0505,391
,བློ་རིགས་ཀྱི་སྡོམ་ཚིག་བླང་དོར་གསལ་བའི་མེ་ལོང་།,BO1751,EN1751,"A Compendium of Ways of Knowing,  A clear mirror of what should be accepted and rejected.",ཨ་ཀྱ་ཡོངས་འཛིན་དབྱངས་ཅན་དགའ་བའི་བློ་གྲོས།,Sherpa Tulkuand Alexander Berzin with Khamlung Tulku and Jonathan Landaw,མདོ། ཚད་མ།,,,,,bdr:WA1CZ1010,131
,རྒྱུན་ཁྱེར་གྱི་ལུས་སྦྱིན་བསྡུས་པ།,BO1848,EN1848,A CONCISE DAILY PRACTICE OF OFFERING ONE’S BODY,ཀརྨ་པ ༡༥་མཁའ་ཁྱབ་རྡོ་རྗེ། Karmapa 15 Khakyab Dorje,Michele Martin,,,,,,bdr:WA00EGS1016263,234
,བློ་སྦྱོང་དོན་བདུན་མའི་གསོལ་འདེབས་ཡིད་ཀྱི་བདུད་རྩི་ཞེས་བྱ་བ་བཞུགས་སོ། །,BO1744,EN1744,Nectar for the Mind: A prayer of the seven-point mind training,Jamyang Khyentsé Wangpo,Adam Pearcey,བློ་སྦྱོང་།,,,,,bdr:WA0XL7B7DC4224259,12
,ཆགས་མེད་བདེ་སྨོན་བསྡུས་པ།,BO1846,EN1846,PRAYERS FOR REBIRTH IN SUKHAVAT,"Namcho Mingyur Dorje, Karma Chakme",Khenpo David Karma Choephel,,,,,,bdr:WA3CN1548,176
,བཀའ་གདམས་ལྷ་བཞི་ལས་དེ་བཞིན་གཤེགས་པ་ཤཱཀྱ་ཐུབ་པའི་སྒྲུབ་ཐབས,BO1736,EN1736,"Sadhanas of the Four Deities of the Kadampas: Buddha Shakyamuni. Practice of the Tathagata Buddha Shakyamuni, from the sadhana of the Four Deities of the Kadampas, found in the Treasury of Spiritual Instructions (gDams-ngag mdzod)",Kadampa Tradition,,སྒྲུབ་ཐབས།,,,,,https://library.bdrc.io/search?q=%22%E0%BD%96%E0%BD%80%E0%BD%A0%E0%BC%8B%E0%BD%82%E0%BD%91%E0%BD%98%E0%BD%A6%E0%BC%8B%E0%BD%A3%E0%BE%B7%E0%BC%8B%E0%BD%96%E0%BD%9E%E0%BD%B2%E0%BC%8B%E0%BD%A3%E0%BD%A6%E0%BC%8B%E0%BD%91%E0%BD%BA%E0%BC%8B%E0%BD%96%E0%BD%9E%E0%BD%B2%E0%BD%93%E0%BC%8B%E0%BD%82%E0%BD%A4%E0%BD%BA%E0%BD%82%E0%BD%A6%E0%BC%8B%E0%BD%94%E0%BC%8B%E0%BD%A4%E0%BD%B1%E0%BD%80%E0%BE%B1%E0%BC%8B%E0%BD%90%E0%BD%B4%E0%BD%96%E0%BC%8B%E0%BD%94%E0%BD%A0%E0%BD%B2%E0%BC%8B%E0%BD%A6%E0%BE%92%E0%BE%B2%E0%BD%B4%E0%BD%96%E0%BC%8B%E0%BD%90%E0%BD%96%E0%BD%A6%E0%BC%8B%E0%BD%80%E0%BE%B1%E0%BD%B2%E0%BC%8B%E0%BD%A3%E0%BD%BA%E0%BD%93%E0%BC%8B%E0%BD%9A%E0%BD%93%E0%BC%8B%E0%BD%93%E0%BD%BC%E0%BD%93%E0%BC%8B%E0%BD%82%E0%BD%A4%E0%BD%BA%E0%BD%82%E0%BD%A6%E0%BC%8B%E0%BD%94%E0%BC%8B%E0%BD%A4%E0%BD%80%E0%BE%B1%E0%BC%8B%E0%BD%90%E0%BD%B4%E0%BD%96%E0%BC%8B%E0%BD%94%E0%BD%A0%E0%BD%B2%E0%BC%8B%E0%BD%A6%E0%BE%92%E0%BE%B2%E0%BD%B4%E0%BD%96%22~1&lg=bo&t=Etext,25
,བླ་མའི་རྣལ་འབྱོར་བྱིན་རླབས་ཆར་རྒྱུན། །,BO1850,EN1850,THE GURU YOGA “SHOWERS OF BLESSING”,Gyalwang Karmapa Ogyen Trinley Dorje,Khenpo David Karma Choephel,,,,,,bdr:WA0XL986AEE3272FB,186
,རྗེ་ཀརྨ་པཀཤི་ཞལ་གཟིགས་མའི་ལས་བྱང་།,BO1851,EN1851,THE SADHANA OF THE VISION OF LORD KARMA PAKSHI: From the Mind Treasure of the Great Terton Mingyur Dorje,Mingyur Dorje གཏེར་ཆེན་མི་འགྱུར་རྡོ་རྗེ།,KTD Publications,,,,,,bdr:WA0NGMCP64817,314
,གསོལ་འདེབས་རྡོ་རྗེ་འཆང་ཐུང་མ།,BO1855,EN1855,The Short Vajradhara Prayer: A Teaching on the Lineage and Sustaining One’s Nature,"བན་སྒར་འཇམ་དཔལ་བཟང་པོ། རྒྱལ་དབང་བཅུ་བདུན་པ། Bengar Jampel Zangpo, 17th Karmapa, Ogyen Trinley Dorje","Dharma Ebooks Publications, KTD Publications, Lama Eric Trinle Thaye",,,,,,bdr:WA0XL658EC58C94B4,14
,རྗེ་མི་བསྐྱོད་ཞབས་ཀྱི་རྣམ་ཐར་བསྟོད་པ།,BO1857,EN1857,TWO AUTOBIOGRAPHICAL PRAISES,རྗེ་མི་བསྐྱོད་ཞབས་ཀྱིས་མཛད། 8th Karmapa Mikyo Dorje,Khenpo David Karma Choephel,རྣམ་ཐར།,,,,,bdr:WA0XLAE921405ED05 ་bdr:WA4CZ294913,79
,དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ་ཅེས་བྱ་བའི་རྣམ་བཤད་རིགས་པའི་རྒྱ་མཚོ་ལེའུ་གཉིས་པ།,BO2393,EN2393,"Chapter two of Ocean of reasoning : a commentary on Nāgārjuna's Fundamental treatise on the middle way, proving the emptiness of going and coming / by Tsong-ka-pa ; translated by Jeffrey Hopkins in accordance with instruction from Kensur Nawang Lengden /",http://purl.bdrc.io/resource/P64,"Hopkins, Jeffrey (1940-....)",མདོ། དབུ་མ།,,,,,bdr:WA1KG15936,121
,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།,BO2380,EN2380,A guide to the Bodhisattva's way of life,http://purl.bdrc.io/resource/P6161,"Batchelor, Stephen (1953-....)",བློ་སྦྱོང་།,,,,,bdr:WA0RT3216,644
,དྲན་ཐོ་སྨིན་དྲུག་སྐེ་འཁྱོག ,BO2419,EN2419,Six stars with a crooked neck : Tibetan memoirs of the Cultural Revolution,http://purl.bdrc.io/resource/P6678,"Hartley, Lauran (1964-....)",ལོ་རྒྱུས།,,,,,bdr:WA21695,828
,དེབ་ཐེར་དཀར་པོ།,BO2281,EN2281,"The white annals = = Deb-ther dkar-po : / by Gedun Chos-'phel ; translated from the Tibetan by Samten Norboo / Dharamsala : Library of Tibetan Works & Archives , cop. 1978",http://purl.bdrc.io/resource/P219,"Norboo, Samten",ལོ་རྒྱུས།,,,,,bdr:MW21560,854
,བུ་སྟོན་ཆོས་འབྱུང་།,BO2224,EN2224,"History of Buddhism (Chos-hbyung) / by Bu-ston ... ; Translated from Tibetan by Dr. E. Obermiller / Heidelberg : In Kommission bei O. Harrassowitz , 1931-32",http://purl.bdrc.io/resource/P155,"Obermiller, Eugene (1901-1935)",ཆོས་འབྱུང་། ,,,,,bdr:WA1923,1565
,དབུ་མའི་ལྡེ་མིག,BO2249,EN2249,"The Buddhism of Tibet and the key to the middle way / Tenzin Gyatso, the Fourteenth Dalai Lama ; translated in the main by Jeffrey Hopkins and Lati Rimpoche / New York : Harper & Row , cop.1975",http://purl.bdrc.io/resource/P1649,"Lati Rinbochay; Hopkins, Jeffrey (1940-....)",མདོ། དབུ་མ།,,,,,bdr:WA8LS76902,315
,ངལ་གསོ་སྐོར་གསུམ། སྒྱུ་མ་སྣ་ཚོགས།,BO1925,EN1925,Kindly Bent to Ease Us III,Longchenpa,H.V. Guenther,སྔགས། རྫོགས་པ་ཆེན་པོ།,,,,,bdr:WA0XL52C1434C711B,167
,ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔ རིག་འཛིན་རྩ་རྒྱུད་ཐོད་པའི་དུམ་བུ།,BO3317,EN3317,"Yeshe Lama: From the Heart Essence of the Vast Expanse of the Great Perfection, a Practice Manual for the Stages of the Path of the Original Protector",https://library.bdrc.io/show/bdr:MW20578_8C18AB?s=%2Fshow%2Fbdr%3AMW20578%3Fpart%3Dbdr%3AMW20578_8C18AB%26s%3Dq%253D%252522%2525E0%2525BD%252580%2525E0%2525BE%2525B3%2525E0%2525BD%2525BC%2525E0%2525BD%252584%2525E0%2525BC%25258B%2525E0%2525BD%252586%2525E0%2525BD%2525BA%2525E0%2525BD%252593%2525E0%2525BC%25258B%2525E0%2525BD%2525A6%2525E0%2525BE%252599%2525E0%2525BD%2525B2%2525E0%2525BD%252584%2525E0%2525BC%25258B%2525E0%2525BD%252582%2525E0%2525BD%2525B2%2525E0%2525BC%25258B%2525E0%2525BD%252590%2525E0%2525BD%2525B2%2525E0%2525BD%252582%2525E0%2525BC%25258B%2525E0%2525BD%2525A3%2525E0%2525BD%2525BA%2525E0%2525BC%25258B%2525E0%2525BD%2525A3%2525E0%2525BD%2525A6%2525E0%2525BC%252594%252520%2525E0%2525BD%2525A2%2525E0%2525BD%2525B2%2525E0%2525BD%252582%2525E0%2525BC%25258B%2525E0%2525BD%2525A0%2525E0%2525BD%25259B%2525E0%2525BD%2525B2%2525E0%2525BD%252593%2525E0%2525BC%25258B%2525E0%2525BD%2525A2%2525E0%2525BE%2525A9%2525E0%2525BC%25258B%2525E0%2525BD%2525A2%2525E0%2525BE%252592%2525E0%2525BE%2525B1%2525E0%2525BD%2525B4%2525E0%2525BD%252591%2525E0%2525BC%25258B%2525E0%2525BD%252590%2525E0%2525BD%2525BC%2525E0%2525BD%252591%2525E0%2525BC%25258B%2525E0%2525BD%252594%2525E0%2525BD%2525A0%2525E0%2525BD%2525B2%2525E0%2525BC%25258B%2525E0%2525BD%252591%2525E0%2525BD%2525B4%2525E0%2525BD%252598%2525E0%2525BC%25258B%2525E0%2525BD%252596%2525E0%2525BD%2525B4%2525E0%2525BC%25258D%252522~1%2526lg%253Dbo%2526t%253DInstance%2526f%253Dasset%252Cinc%252Ctmp%253ApossibleAccess%2526f%253Dasset%252Cinc%252Ctmp%253AcatalogOnly%2526n%253D1#open-viewer,"Jigs-Med-Glin-P | Chonam | Khandro, Sangye",སྔགས། རྫོགས་པ་ཆེན་པོ།,,,,,bdr:WA0XLC630899C3D9D,1
,ཤེར་ཕྱིན་མངོན་རྟོགས་རྒྱན་གྱི་ཚིག་འགྲེལ་ཟུར་བཀོལ།,BO2537,EN2537,The Ornament of Clear Realization,https://library.bdrc.io/show/bdr:P2486, Ken And Katia Holmes (translators),མདོ། ཕར་ཕྱིན།,,,,,bdr:WA3JT13382,245
,"1. ཤིང་རྟའི་སྲོལ་ཆེན་གཉིས་ལས་འབྱུང་བའི་དབུ་མ་ཆེན་པོའི་ལུགས་གཉིས་རྣམ་པར་དབྱེ་བ་། ངེས་དོན་རྒྱ་མཚོའི་སྤྲིན་གྱི་འབྲུག་སྒྲ་ཟབ་མོ། (ཆོས་ཚན་འདིའི་ཡིག་རྐྱང་མ་མ་ཐོབ།)
2. ངེས་དོན་རྒྱ་མཚོ་སྤྲིན་གྱི་འབྲུག་སྒྲ་ཟབ་མོའི་རྒྱས་འགྲེལ་བདུད་རྩིའི་ཆར་འབེབས།
3. ཟབ་ཞི་སྤྲོས་བྲལ་གྱི་བཤད་པ་སྟོང་ཉིད་བདུད་རྩིའི་ལམ་པོ་ཆེ།",BO4537,EN4537,Radient Emptiness,གསེར་མདོག་པཎ་ཆེན་ཤཱཀྱ་མཆོག་ལྡན། ,Komarovski Yaroslav,མདོ། དབུ་མ།,,,,,"1 MW00EGS1016899_5E2315 /W0LULDC307623
2 bdr:MW23200_3B495C
3 bdr:MW3CN3408_95952D",1567
,བསླབ་པ་ཀུན་བཏུས། ,BO3779,EN3779,The Training Anthology Of Santideva,,Ntideva,,,,,,bdr:WA0RT3281,4560
,ངོས་ཀྱི་ཡུལ་དང་ངོས་ཀྱི་མི་མང་།,BO1987,EN1987,My Land and My People,H H the 14th Dalai Lama,David Howarth/Sonam Topgay Kazi,ལོ་རྒྱུས།,,,,,bdr:WA3CN8796,2358
,"1རྟེན་འབྲེལ་བསྟོད་པ།
༢ དྲང་བ་དང་ངེས་པའི་དོན་རྣམ་པར་འབྱེད་པའི་བསྟན་བཅོས་ལེགས་བཤད་སྙིང་པོ་བཞུགས་སོ། །",BO2718,EN2718,Tsong Khapa's Speech of gold in the Essence of true eloquence,Jey Tsong Khapa,Robert A. F. Thurman,,,,,,bdr:WA1KG16138,346
,།དཔལ་ལྡན་འབའ་རོམ་བཀའ་བརྒྱུད་ཀྱི་རྣམ་ཐར་སྙིང་པོར་དྲིལ་བ་ཀེ་ཏ་ཀའི་ཕྲེང་བ་བཞུགས་སོ།།,BO2661,EN2661,Garland Of Ketaka And The Laughter Of Great Secret Siddhi,Eighth Aten Puntsok of Kyodrak and Karma Thubten Dechen Nyingpo,Yeshe Gyamtso,སྒྲུབ་ཐབས།,,,,,bdr:WA0XLB85BAE17B911,826
,ཕྱག་རྒྱ་ཆེན་པོ་ལྷན་ཅིག་སྐྱེས་སྦྱོར་གྱི་དངོས་གཞིའི་ཁྲིད་ཡིག་ཟབ་དོན་རྒྱ་མཚོའི་ལམ་ཚང་བླ་ན་མེད་པ་,BO1873,EN1873,"The Royal Seal of Mahamudra, Volume two","The Third Khamtrul Rinpoche, Ngawang Kunga Tenzin",Gerardo Abboud,ཕྱག་རྒྱ་ཆེན་པོ།,,,,,bdr:WA0NGMCP48554,2494
,ལེགས་བཤད་བློ་གསར་མིག་འབྱེད།,BO1993,EN1993,Opening of the Wisdom Eye,,,,,,,,bdr:WA8LS77113,196
,གཅོད་དང་ཞི་བྱེད་སོགསགདམས་ངག་ཐོར་བུའི་ཆོས་སྐོར།,BO3076,EN3076,"Four Tibetan Lineages: Core Teachings of Pacification,",བོད་ཀྱི་གཙུག་ལག་གཅེས་བཏུས་པོད་བརྒྱད་པ།,Zhi-Byed Dang Gcod Yul Sogs Gdams Ngag Thor Bui Chos Skor English,,,,,,bdr:WA4CZ294727,7366
